Epoch,Training Loss,Validation Loss
1,0.46721675992012024,0.20818227529525757
2,0.22339086532592772,0.255623996257782
3,0.2147304892539978,0.1755095273256302
4,0.17730241119861603,0.17503607273101807
5,0.16048282980918885,0.15327225625514984
6,0.1481961727142334,0.1380031406879425
7,0.13489774167537688,0.1289753019809723
8,0.12604131400585175,0.11836059391498566
9,0.11767375022172928,0.11162276566028595
10,0.11191530823707581,0.10599979758262634
11,0.1070036381483078,0.102254219353199
12,0.10328093022108079,0.0997871458530426
13,0.09891346693038941,0.09493554383516312
14,0.0963948205113411,0.09353933483362198
15,0.09492239356040955,0.09298830479383469
16,0.09535878300666809,0.09214790165424347
17,0.09390652328729629,0.09219910949468613
18,0.09302826523780823,0.09618832170963287
19,0.09560110718011856,0.09114424139261246
20,0.09424459934234619,0.0912199541926384
21,0.09347176849842072,0.09200241416692734
22,0.09330098181962967,0.0933760479092598
23,0.09452878534793854,0.0946630910038948
24,0.093849778175354,0.09237624704837799
25,0.09340905994176865,0.09187471121549606
26,0.09330625087022781,0.09046892076730728
27,0.09206273257732392,0.09010908007621765
28,0.09205651879310608,0.09013237804174423
29,0.09128187596797943,0.08973756432533264
30,0.09156910330057144,0.09016460925340652
31,0.09146487116813659,0.08961134403944016
32,0.091123566031456,0.08985593914985657
33,0.09199795722961426,0.08975542336702347
34,0.09145249873399734,0.09093642234802246
35,0.09221570938825607,0.0917968600988388
36,0.09264885932207108,0.08966116607189178
37,0.09204170107841492,0.090492844581604
38,0.0914326161146164,0.09018506854772568
39,0.09218126088380814,0.08918989449739456
40,0.09062991440296173,0.0894378274679184
41,0.09093525558710099,0.08910497277975082
42,0.09052242785692215,0.08923932909965515
43,0.09116356372833252,0.08915841579437256
44,0.08979439586400986,0.09046919643878937
45,0.09067721664905548,0.08888041973114014
46,0.09077606797218322,0.08896903693675995
47,0.08978903591632843,0.09064126759767532
48,0.09091847836971283,0.08866267651319504
49,0.0912745714187622,0.08974924683570862
50,0.09053477346897125,0.08871960639953613
51,0.08992542475461959,0.08890300989151001
52,0.0902372270822525,0.0887281596660614
53,0.0903021514415741,0.0895671620965004
54,0.09070641398429871,0.08915345370769501
55,0.08975892812013626,0.09053567796945572
56,0.08993168026208878,0.08847972005605698
57,0.08959911912679672,0.08798836171627045
58,0.08929139822721481,0.08843077719211578
59,0.08926354944705964,0.08793634921312332
60,0.08859767764806747,0.08771611750125885
61,0.08881621807813644,0.08753227442502975
62,0.08885957300662994,0.08779603987932205
63,0.08871055096387863,0.09157469868659973
64,0.09082204401493073,0.0886678397655487
65,0.09002859145402908,0.08951675891876221
66,0.09275331944227219,0.09189249575138092
