Epoch,Training Loss,Validation Loss
1,742.5456472257289,185.15216827392578
2,107.26084574257455,61.81517219543457
3,40.82335174374464,24.5077699025472
4,16.323939811892625,10.319780667622885
5,7.725180242119766,5.794504801432292
6,4.7818416967624575,3.950822114944458
7,3.4469261111282723,3.0129087368647256
8,2.726756793696706,2.4686054786046348
9,2.287044048309326,2.1164687871932983
10,1.985527843963809,1.859055499235789
11,1.7426977215743646,1.630360980828603
12,1.5557984317221292,1.481987198193868
13,1.4259089086113907,1.3681158423423767
14,1.3139393387771234,1.240929385026296
15,1.1875160845314585,1.134310205777486
16,1.0966768671826619,1.0578729112943013
17,1.0288672868798419,0.9970173339049021
18,0.9702685373585399,0.9405203660329183
19,0.9179396483956314,0.8936355511347452
20,0.8754385128253843,0.8553131520748138
21,0.8399334026546013,0.8223694662253062
22,0.8083908165373453,0.7923678656419119
23,0.779357555435925,0.7642645835876465
24,0.7517848669028864,0.7375613550345103
25,0.7258936573819417,0.7125158905982971
26,0.7012704887041231,0.6882264812787374
27,0.6671569870739449,0.6410331825415293
28,0.6202362223369319,0.5991027156511942
29,0.5830103987600745,0.5657377541065216
30,0.5511654019355774,0.5353537201881409
31,0.5234024728216776,0.5103051761786143
32,0.4999046420178762,0.4885619481404622
33,0.4785863997005835,0.467674399415652
34,0.4583006006915395,0.44774354497591656
35,0.4391636594039638,0.42944631973902386
36,0.4209478264901696,0.4115265707174937
37,0.4036793563424087,0.3952907472848892
38,0.3882868929607112,0.38074328005313873
39,0.37428183744593363,0.36718637744585675
40,0.36119308995037547,0.3546580523252487
41,0.34753161668777466,0.3400062670310338
42,0.3336211035891277,0.3270364999771118
43,0.32084058988385084,0.314467449982961
44,0.30864430418828637,0.3026553789774577
45,0.2971982156358114,0.2918680210908254
46,0.28668322359643333,0.2816581775744756
47,0.2767882223536329,0.2713097582260768
48,0.2659618011335047,0.26142174502213794
49,0.25701580251135475,0.2527674188216527
50,0.2485457996769649,0.2444436103105545
51,0.24017464678461958,0.23661010215679804
52,0.2321486316803025,0.22861316800117493
53,0.22455801796622393,0.22291721403598785
54,0.2174529880285263,0.21396862218777338
55,0.21021889440897035,0.20766342182954153
56,0.2045371601494347,0.20139298836390176
57,0.19783367216587067,0.1952605446179708
58,0.19258279407896647,0.1902560293674469
59,0.18714059525873603,0.1862144942084948
60,0.1819000055150288,0.18011011679967245
61,0.17639446549299287,0.1744234710931778
62,0.1718205584258568,0.16935644298791885
63,0.1661535875826347,0.1707936922709147
64,0.16103036410924865,0.15796259542306265
65,0.1562645377182379,0.15287150939305624
66,0.15195033354003254,0.14909680684407553
67,0.14513953466240953,0.14317610363165537
68,0.14295142961711418,0.13819516946872076
69,0.1360081070806922,0.14272206525007883
70,0.1320642360099932,0.1286802738904953
71,0.128627215035078,0.12371333812673886
72,0.12197344223173653,0.12390646959344546
73,0.12065791265993583,0.11581550166010857
74,0.1175401203516053,0.1160525381565094
75,0.11077318467744966,0.10879731178283691
76,0.10842247961497889,0.10927880679567654
77,0.10538122112431177,0.12158614148696263
78,0.10581656254646254,0.09917681167523067
79,0.09723772054038397,0.09563811744252841
80,0.10548743569269413,0.11741437142093976
81,0.09457059876947868,0.09046310558915138
82,0.08888320897410555,0.08810244252284367
83,0.08654155400468082,0.08587811266382535
84,0.09841175450057518,0.0855164888004462
85,0.08459657012689405,0.08199260880549748
86,0.08071797977133495,0.0802675870557626
87,0.07916094871555887,0.08017869169513385
88,0.0893215660641833,0.07846796760956447
89,0.07623540773624327,0.07570819308360417
90,0.0777890698575392,0.10931723192334175
91,0.08312184036504931,0.07311432684461276
92,0.07198762584750246,0.07221471145749092
93,0.08044139731947969,0.07643186425169309
94,0.0720792120186294,0.06960963209470113
95,0.0685916370371493,0.0699790505071481
96,0.08570678513951419,0.07058766484260559
97,0.06695373992367488,0.06631755456328392
98,0.06572545919476486,0.06680994108319283
99,0.07377950083918688,0.06492764378587405
100,0.06500247411611604,0.06743384525179863
101,0.07361498674968393,0.06492558121681213
102,0.06314122486041814,0.06388974065581958
103,0.0757348611042267,0.06507396325469017
104,0.0612792626205014,0.060735936587055527
105,0.07003241513923901,0.15821430087089539
