Epoch,Training Loss,Validation Loss
1,142.91592114146164,11.343350251515707
2,5.295758776548432,2.395631988843282
3,1.8200215595524485,1.4156384269396465
4,1.1968513814414419,0.9886421461900076
5,0.8595348814638649,0.7447570164998373
6,0.6674797244188262,0.5932217240333557
7,0.539581719695068,0.48753004769484204
8,0.4493602884978783,0.41153742869695026
9,0.3838250920539949,0.3559991419315338
10,0.33518234404121955,0.31336340804894763
11,0.29706910906768424,0.2795315682888031
12,0.2663966911595042,0.2519047011931737
13,0.24060012000363049,0.22748211522897085
14,0.2183555022972386,0.20817850530147552
15,0.20120640898623118,0.19307672480742136
16,0.18732029308633105,0.18033225586016974
17,0.17530764675721888,0.16879761964082718
18,0.1641545263005466,0.15809975812832514
19,0.15384589971565618,0.14815362294514975
20,0.14406224394716868,0.1386744404832522
21,0.13515143459889947,0.13022946317990622
22,0.12692877486711596,0.12237708643078804
23,0.11963300806720083,0.11563708260655403
24,0.11320063362761242,0.10960290084282558
25,0.1074524058437929,0.1041735162337621
26,0.10215272245610632,0.09917081395785014
27,0.09743241820393539,0.09489746764302254
28,0.09318458525145926,0.09067287916938464
29,0.08929750196090559,0.08685166512926419
30,0.0824697172132934,0.07923729221026103
31,0.07759138687354762,0.07525448128581047
32,0.07422946030046881,0.07243928437431653
33,0.07133831265496045,0.06952013075351715
34,0.06870026504848062,0.06707042083144188
35,0.06639022289252863,0.06495429823795955
36,0.06432011723518372,0.06314275413751602
37,0.06257904239180612,0.06131411281724771
38,0.0609517972462061,0.05976223945617676
39,0.05938420153972579,0.058280693367123604
40,0.05800757439034741,0.0575331790993611
41,0.05677562670373335,0.05586540947357813
42,0.055428824501066676,0.05435348302125931
43,0.05411831952813195,0.05321572907269001
44,0.052788566161946555,0.05181997331480185
45,0.0514985731825596,0.05063862353563309
46,0.05026438414323621,0.049263011664152145
47,0.04917078519739756,0.04813641868531704
48,0.04809219744510767,0.04730985686182976
49,0.04699942496855084,0.04624099719027678
50,0.046123942042269356,0.045156748965382576
51,0.044854430345500386,0.04415984389682611
52,0.04413278473586571,0.04305212820569674
53,0.043318355501424974,0.042328142250577606
54,0.04244199058995014,0.04155901136497656
55,0.041523600678618364,0.040571547423799835
56,0.040856134419034164,0.04105647963782152
57,0.04023714390833203,0.039115228379766144
58,0.0399147229405438,0.03867811647554239
59,0.039618751352153175,0.04060627520084381
60,0.0383018174367707,0.037430208176374435
61,0.03898717899148057,0.037353780741492905
62,0.040578898951047805,0.03786785341799259
63,0.03709527168695519,0.03704813991983732
64,0.04124140739440918,0.03694658105572065
65,0.04310408116477292,0.03733443096280098
66,0.06046241094789854,0.034979881097873054
67,0.0414978703711091,0.03701192823549112
68,0.07799281561520041,0.28002582490444183
69,0.06529316378802788,0.03417047547797362
70,0.03388171897428792,0.037290084486206375
