Layer Number,Block Number,Block Elements
19,1,33015,33016,33017,33018,33019,33020,33043,33044,33045,33046,33047,33048,33071,33072,33073,33074,33075,33076,33099,33100,33101,33102,33103,33104,33127,33128,33129,33130,33131,33132,33155,33156,33157,33158,33159,33160
19,2,33183,33184,33185,33186,33187,33188,33211,33212,33213,33214,33215,33216,33239,33240,33241,33242,33243,33244,33267,33268,33269,33270,33271,33272,33295,33296,33297,33298,33299,33300,33323,33324,33325,33326,33327,33328
19,3,33351,33352,33353,33354,33355,33356,33379,33380,33381,33382,33383,33384,33407,33408,33409,33410,33411,33412,33435,33436,33437,33438,33439,33440,33463,33464,33465,33466,33467,33468,33491,33492,33493,33494,33495,33496
19,4,33519,33520,33521,33522,33523,33524,33547,33548,33549,33550,33551,33552,33575,33576,33577,33578,33579,33580,33603,33604,33605,33606,33607,33608,33631,33632,33633,33634,33635,33636,33659,33660,33661,33662,33663,33664
19,5,33687,33688,33689,33690,33691,33692,33715,33716,33717,33718,33719,33720,33743,33744,33745,33746,33747,33748,33771,33772,33773,33774,33775,33776,33799,33800,33801,33802,33803,33804,33827,33828,33829,33830,33831,33832
19,6,33855,33856,33857,33858,33859,33860,33883,33884,33885,33886,33887,33888,33911,33912,33913,33914,33915,33916,33939,33940,33941,33942,33943,33944,33967,33968,33969,33970,33971,33972,33995,33996,33997,33998,33999,34000
19,7,34023,34024,34025,34026,34027,34028,34051,34052,34053,34054,34055,34056,34079,34080,34081,34082,34083,34084,34107,34108,34109,34110,34111,34112,34135,34136,34137,34138,34139,34140,34163,34164,34165,34166,34167,34168
19,8,34191,34192,34193,34194,34195,34196,34219,34220,34221,34222,34223,34224,34247,34248,34249,34250,34251,34252,34275,34276,34277,34278,34279,34280,34303,34304,34305,34306,34307,34308,34331,34332,34333,34334,34335,34336
19,9,34359,34360,34361,34362,34363,34364,34387,34388,34389,34390,34391,34392,34415,34416,34417,34418,34419,34420,34443,34444,34445,34446,34447,34448,34471,34472,34473,34474,34475,34476,34499,34500,34501,34502,34503,34504
19,10,34527,34528,34529,34530,34531,34532,34555,34556,34557,34558,34559,34560,34583,34584,34585,34586,34587,34588,34611,34612,34613,34614,34615,34616,34639,34640,34641,34642,34643,34644,34667,34668,34669,34670,34671,34672
