Epoch,Training Loss,Validation Loss
1,2142.9851610137193,1094.3936564127605
2,794.2521272984947,579.3230997721354
3,445.85236488900534,328.85585021972656
4,254.16052134444075,190.79058583577475
5,151.90031581971704,119.10012181599934
6,98.771064572218,81.32147598266602
7,69.81256512897771,59.51631546020508
8,52.14690352649224,45.357461293538414
9,40.245276939578176,35.453718185424805
10,31.770431890720275,28.31265862782796
11,25.61985490380264,23.08576202392578
12,21.099565505981445,19.21958859761556
13,17.719734750142912,16.297441164652508
14,15.15031509864621,14.052040417989096
15,13.002157001960569,11.878425280253092
16,10.898799082128013,10.105426470438639
17,9.607659409685832,9.168758710225424
18,8.817617625724978,8.496033509572348
19,8.216599406265631,7.959412415822347
20,7.7277073743866715,7.514348824818929
21,7.316488917280988,7.133730570475261
22,6.957763218298191,6.795101324717204
23,6.636277989643376,6.489647547403972
24,6.342574863899045,6.206384817759196
25,6.068822372250441,5.942167679468791
26,5.813691976593762,5.695849498112996
27,5.574868818608726,5.46405029296875
28,5.349555794785663,5.244941393534343
29,5.136326301388625,5.037634372711182
30,4.934502275978646,4.841114600499471
31,4.742980131288854,4.654876232147217
32,4.561502014718404,4.477384805679321
33,4.387341813343327,4.306567351023356
34,4.21979340111337,4.141931772232056
35,4.058066862385448,3.9829037189483643
36,3.9015287713306708,3.8285195032755532
37,3.7484484416682546,3.676573077837626
38,3.597585364085872,3.5250189304351807
39,3.4432677524845774,3.366047978401184
40,3.2731277826355725,3.178383151690165
41,3.0874180212253477,3.0144806702931723
42,2.9481584909485608,2.892013351122538
43,2.831637399952586,2.7798540194829306
44,2.722323609561455,2.673173189163208
45,2.6182971989236226,2.5717875162760415
46,2.5191784893594136,2.4747347434361777
47,2.424269338933433,2.381702423095703
48,2.333056920912208,2.292266289393107
49,2.2453117545058086,2.206472913424174
50,2.1618595297743632,2.1250696579615274
51,2.082348404861078,2.047147591908773
52,2.0058472272826404,1.9720702171325684
53,1.932286765517258,1.8997105956077576
54,1.8612732247608463,1.8300759593645732
55,1.7935115709537413,1.7643476724624634
56,1.729623780017946,1.7018576463063557
57,1.668391977868429,1.642111321290334
58,1.6101827592384526,1.5848962465922039
59,1.5540712839219628,1.5297211805979412
60,1.4999358043438051,1.4768526355425518
61,1.4486308185065664,1.4268736441930134
62,1.399931680865404,1.379395107428233
63,1.3537284862704393,1.3340569138526917
64,1.3094915093445196,1.290762762228648
65,1.2670547206227372,1.248939871788025
66,1.226056555422341,1.2087785402933757
67,1.186851888168149,1.1703077952067058
68,1.1492050217419136,1.133295218149821
69,1.1128474822858485,1.0972576936086018
70,1.0772611426144112,1.0620863437652588
71,1.0428445746258992,1.0282251636187236
72,1.009686727349351,0.9957489868005117
73,0.9778837081862659,0.9644378125667572
74,0.947062627571385,0.9339971542358398
75,0.9173523987211832,0.9047945241133372
76,0.8888366367758774,0.876937985420227
77,0.8615482565833301,0.8499932785828909
78,0.8351052505214039,0.8239981432755789
79,0.8097760677337646,0.7991393109162649
80,0.7854177937275026,0.7752315501372019
81,0.7621657921046745,0.752455602089564
82,0.7399268746376038,0.7307183841864268
83,0.7187890948318854,0.7100306650002798
84,0.6986982357211229,0.6903466880321503
85,0.6795645952224731,0.6716617743174235
86,0.6613132866417489,0.6537379324436188
87,0.6437986129667701,0.6365041732788086
88,0.6270370352558974,0.6201827426751455
89,0.6111446255590858,0.6046013732751211
90,0.595976743756271,0.5898085435231527
91,0.5816449203142305,0.5757133265336355
92,0.5678906557036609,0.5622365971406301
93,0.5546574796118388,0.5491876304149628
94,0.5418738184905634,0.5366898079713186
95,0.5296858098448777,0.524634599685669
96,0.5178664428431813,0.5130353172620138
97,0.5065700237343951,0.5019659499327341
98,0.49574140949947076,0.4913831253846486
99,0.485428166098711,0.48118628064791363
