Filename,Accuracy,Class Distribution
Defect_L7_B440_el6189_H2_W2.npy,0.009969875197245731,"132,0,1,6,0,2820,10,461,662,2879,3652,2450,0,207,34,515,0,0,113"
NoiseDefectFree_000553.npy,0.0023669487878353176,"33,0,0,0,0,2685,0,143,1204,2906,3653,2441,0,241,21,469,0,0,146"
NoiseDefectFree_003145.npy,0.0035145603213312293,"49,0,0,0,0,2650,0,124,1271,2877,3640,2456,0,207,38,471,0,0,159"
Defect_L7_B70_el1811_H4_W4.npy,0.056663319466360634,"771,0,8,2,1,2647,20,123,1249,2150,3654,2179,0,171,35,561,0,0,371"
NoiseDefectFree_002057.npy,0.0027973031128962845,"39,0,0,0,0,2633,0,156,1259,2884,3633,2425,0,220,48,485,0,0,160"
NoiseDefectFree_001926.npy,0.0023669487878353176,"33,0,0,0,0,2664,0,146,1231,2897,3640,2442,0,213,26,498,0,0,152"
NoiseDefectFree_000635.npy,0.001936594462774351,"27,0,0,0,0,2650,0,135,1246,2913,3652,2452,0,207,35,460,0,0,165"
Defect_L6_B346_el4851_H2_W2.npy,0.006598766317601492,"83,0,0,1,0,2657,0,141,1221,2868,3628,2455,0,217,42,515,0,0,114"
Defect_L12_B252_el3485_H2_W2.npy,0.00946779515134127,"132,0,0,0,0,2700,0,142,1197,2885,3418,2437,0,147,57,419,2,0,406"
Defect_L8_B414_el5853_H2_W2.npy,0.009109166547123798,"127,0,1,10,1,2884,9,330,696,2913,3647,2441,0,220,34,490,0,0,139"
NoiseDefectFree_000106.npy,0.002869028833739779,"40,0,0,0,0,2676,0,137,1222,2896,3632,2441,0,215,44,499,0,0,140"
NoiseDefectFree_003042.npy,0.0053794290632620855,"75,0,0,0,0,2641,0,122,1275,2858,3642,2456,0,201,34,482,0,0,156"
NoiseDefectFree_001710.npy,0.003012480275426768,"42,0,0,0,0,2656,0,160,1200,2913,3651,2450,0,205,32,482,0,0,151"
NoiseDefectFree_000090.npy,0.0034428346004877347,"48,0,0,0,0,2666,0,114,1263,2880,3633,2440,0,207,47,460,0,0,184"
Defect_L17_B8_el143_H4_W4.npy,0.04231817529766174,"590,0,0,0,0,2647,0,154,1245,2767,3649,1922,2,217,50,495,0,17,187"
NoiseDefectFree_003175.npy,0.0030842059962702625,"43,0,0,0,0,2673,0,122,1241,2892,3647,2457,0,222,29,493,0,0,123"
NoiseDefectFree_000918.npy,0.002869028833739779,"40,0,0,0,0,2634,0,151,1254,2892,3635,2445,0,239,41,475,0,0,136"
Defect_L16_B55_el2502_H8_W8.npy,0.07086501219337255,"979,0,0,0,0,2467,0,155,1254,2873,3736,1920,37,14,46,233,2,3,223"
Defect_L7_B185_el5507_H4_W4.npy,0.04576100989814948,"618,1,3,9,0,2492,23,295,631,2901,3582,2453,0,204,92,478,0,0,160"
NoiseDefectFree_001950.npy,0.0026538516712092956,"37,0,0,0,0,2649,0,153,1246,2886,3628,2452,0,225,34,470,0,0,162"
Defect_L5_B94_el1153_H2_W2.npy,0.02194807057810931,"301,0,2,0,5,2672,5,130,1242,2614,3636,2441,0,224,36,446,0,0,188"
NoiseDefectFree_000002.npy,0.003012480275426768,"42,0,0,0,0,2665,0,155,1220,2889,3628,2454,0,220,43,457,0,0,169"
Defect_L15_B57_el2803_H8_W8.npy,0.07430784679386028,"1028,0,0,0,0,2372,0,132,1228,3019,3350,2099,6,23,57,110,0,4,514"
Defect_L14_B30_el799_H4_W4.npy,0.0610385884378138,"851,0,0,0,0,2648,0,169,1231,2538,3651,1653,2,214,66,511,2,16,390"
NoiseDefectFree_002721.npy,0.0024386745086788122,"34,0,0,0,0,2689,0,164,1180,2904,3627,2449,0,217,41,506,0,0,131"
Defect_L13_B5_el143_H8_W8.npy,0.0857122364079759,"1182,0,0,0,0,2645,0,134,1269,2480,3680,1494,19,205,66,459,2,30,277"
NoiseDefectFree_003118.npy,0.0035145603213312293,"49,0,0,0,0,2640,0,107,1296,2879,3631,2425,0,205,46,525,0,0,139"
Defect_L17_B63_el3139_H8_W8.npy,0.11834743939176588,"1650,0,0,0,0,1969,0,156,1181,3013,2924,2258,44,38,67,96,0,11,535"
NoiseDefectFree_003763.npy,0.0037297374838617127,"52,0,0,0,0,2672,0,163,1196,2888,3637,2433,0,209,32,509,0,0,151"
NoiseDefectFree_000214.npy,0.0027973031128962845,"39,0,0,0,0,2696,0,165,1185,2886,3644,2430,0,204,31,493,0,0,169"
NoiseDefectFree_000779.npy,0.004662171854827141,"65,0,0,0,0,2681,0,139,1241,2845,3625,2450,0,234,49,474,0,0,139"
NoiseDefectFree_003497.npy,0.0022952230669918234,"32,0,0,0,0,2704,0,118,1218,2899,3637,2428,0,233,38,474,0,0,161"
Defect_L2_B189_el2479_H2_W2.npy,0.016496915794003728,"225,6,4,3,0,2601,1,152,1210,2776,3650,2324,0,118,34,534,0,0,304"
NoiseDefectFree_002044.npy,0.003012480275426768,"42,0,0,0,0,2692,0,157,1200,2880,3637,2453,0,223,39,484,0,0,135"
Defect_L8_B316_el4195_H2_W2.npy,0.007746377851097404,"108,0,2,4,0,2546,6,153,1240,2912,3623,2432,0,226,53,475,0,0,162"
Defect_L10_B361_el5165_H2_W2.npy,0.00817673217615837,"109,0,0,5,0,2631,0,321,1018,2887,3630,2466,0,201,42,506,0,0,126"
Defect_L17_B373_el5203_H2_W2.npy,0.006813943480131975,"95,0,0,0,0,2679,0,139,1226,2890,3569,2459,2,198,38,476,0,2,169"
Defect_L11_B106_el1461_H2_W2.npy,0.0074594749677234255,"100,0,0,0,0,2669,0,123,1241,2879,3662,2181,0,194,57,565,0,0,271"
Defect_L6_B312_el4187_H2_W2.npy,0.009324343709654282,"123,0,2,3,0,2550,2,165,1232,2894,3658,2446,0,227,17,490,0,0,133"
NoiseDefectFree_004168.npy,0.0027255773920527903,"38,0,0,0,0,2669,0,131,1247,2886,3632,2457,0,210,42,476,0,0,154"
NoiseDefectFree_003789.npy,0.002510400229522307,"35,0,0,0,0,2654,0,142,1238,2902,3645,2444,0,203,36,522,0,0,121"
NoiseDefectFree_000584.npy,0.003299383158800746,"46,0,0,0,0,2681,0,122,1223,2899,3638,2456,0,218,32,500,0,0,127"
Defect_L2_B124_el6170_H8_W8.npy,0.10565198680246736,"1457,18,15,17,0,2906,37,30,48,2901,3050,2447,0,220,161,457,0,0,178"
Defect_L8_B61_el1491_H4_W4.npy,0.04906039305695022,"684,0,9,1,1,2655,18,160,1229,2224,3639,2275,0,215,41,533,0,0,258"
NoiseDefectFree_000117.npy,0.0030842059962702625,"43,0,0,0,0,2691,0,135,1212,2890,3631,2449,0,209,43,484,0,0,155"
Defect_L3_B27_el787_H4_W4.npy,0.08262803041170563,"1137,5,18,3,0,2651,9,122,1269,1789,3658,2158,0,214,60,519,0,0,330"
Defect_L12_B105_el2835_H4_W4.npy,0.02704059675799742,"382,0,0,0,0,2549,0,172,1221,2965,3722,2239,1,38,18,276,0,2,357"
Defect_L7_B240_el3177_H2_W2.npy,0.014703772772916368,"200,0,3,1,0,2512,5,120,1231,2899,3639,2458,0,197,35,494,0,0,148"
Defect_L15_B26_el499_H4_W4.npy,0.017285898723282168,"233,0,0,0,0,2633,0,121,1284,2901,3651,2154,7,221,44,493,0,1,199"
NoiseDefectFree_001764.npy,0.003155931717113757,"44,0,0,0,0,2642,0,145,1256,2884,3631,2453,0,203,36,511,0,0,137"
NoiseDefectFree_001876.npy,0.003586286042174724,"50,0,0,0,0,2676,0,105,1250,2890,3639,2455,0,212,41,512,0,0,112"
NoiseDefectFree_003225.npy,0.003944914646392197,"55,0,0,0,0,2672,0,186,1177,2881,3645,2445,0,219,38,471,0,0,153"
NoiseDefectFree_000527.npy,0.002151771625304834,"30,0,0,0,0,2676,0,125,1246,2894,3648,2429,0,222,33,491,0,0,148"
Defect_L17_B40_el1123_H4_W4.npy,0.07516855544398221,"1047,0,0,0,0,2660,0,137,1236,2393,3656,1418,1,186,99,533,1,15,560"
NoiseDefectFree_002947.npy,0.0030842059962702625,"43,0,0,0,0,2662,0,117,1257,2892,3637,2443,0,205,41,493,0,0,152"
NoiseDefectFree_004474.npy,0.0027973031128962845,"39,0,0,0,0,2697,0,140,1223,2872,3640,2464,0,207,24,486,0,0,150"
Defect_L16_B108_H4_W8.npy,0.031415865729450584,"437,0,0,0,0,2559,0,165,1270,2928,3099,2403,0,179,44,318,1,1,538"
Defect_L15_B242_el3181_H2_W2.npy,0.0074594749677234255,"102,0,0,0,0,2671,0,171,1215,2882,3639,2452,1,234,53,339,0,0,183"
NoiseDefectFree_000960.npy,0.0026538516712092956,"37,0,0,0,0,2669,0,144,1235,2886,3637,2423,0,209,43,504,0,0,155"
Defect_L12_B83_el3853_H8_W8.npy,0.08815091091665471,"1229,0,0,0,0,1967,0,189,1161,3212,2726,2455,46,249,86,341,3,1,277"
NoiseDefectFree_003634.npy,0.003012480275426768,"42,0,0,0,0,2676,0,122,1244,2887,3627,2438,0,224,34,468,0,0,180"
NoiseDefectFree_001051.npy,0.0026538516712092956,"37,0,0,0,0,2643,0,149,1257,2885,3635,2455,0,231,38,476,0,0,136"
NoiseDefectFree_003381.npy,0.0034428346004877347,"48,0,0,0,0,2656,0,138,1251,2878,3657,2456,0,209,25,445,0,0,179"
NoiseDefectFree_003677.npy,0.002223497346148329,"31,0,0,0,0,2641,0,155,1238,2906,3630,2443,0,225,40,499,0,0,134"
Defect_L16_B126_el6184_H8_W8.npy,0.064840051642519,"903,0,0,0,0,2599,0,445,996,2876,2696,2438,57,209,68,468,1,5,181"
Defect_L11_B26_el1151_H8_W8.npy,0.08126524171567924,"1109,0,0,0,0,2679,0,124,1249,2578,3738,1198,35,203,79,510,0,1,439"
Defect_L3_B425_el5875_H2_W2.npy,0.008463635059532348,"117,5,3,15,0,2921,2,280,735,2900,3603,2446,0,230,70,485,0,0,130"
Defect_L8_B82_el1129_H2_W2.npy,0.031415865729450584,"438,0,3,0,2,2669,8,148,1227,2476,3656,2405,0,217,24,493,0,0,176"
NoiseDefectFree_001608.npy,0.00416009180892268,"58,0,0,0,0,2651,0,117,1270,2875,3636,2444,0,200,42,505,0,0,144"
NoiseDefectFree_003611.npy,0.0038014632047052074,"53,0,0,0,0,2630,0,142,1261,2885,3644,2434,0,201,38,517,0,0,137"
Defect_L16_B143_el1819_H2_W2.npy,0.007172572084349448,"92,0,0,0,0,2673,0,140,1242,2874,3632,2107,0,227,49,534,1,0,371"
Defect_L9_B70_el1811_H4_W4.npy,0.06347726294649261,"884,0,5,2,0,2654,16,172,1205,2057,3712,2117,0,158,38,479,0,0,443"
Defect_L5_B1_el115_H2_W2.npy,0.03715392339693014,"513,0,3,1,5,2646,5,138,1247,2413,3650,2442,0,228,33,468,0,0,150"
NoiseDefectFree_000792.npy,0.0023669487878353176,"33,0,0,0,0,2672,0,123,1238,2905,3665,2435,0,199,25,494,0,0,153"
NoiseDefectFree_003057.npy,0.0030842059962702625,"43,0,0,0,0,2693,0,116,1230,2889,3635,2456,0,214,44,503,0,0,119"
NoiseDefectFree_001981.npy,0.002869028833739779,"40,0,0,0,0,2660,0,150,1233,2888,3630,2444,0,239,40,470,0,0,148"
