filename,original_min,original_max,normalized_min,normalized_max,normalized_mean,normalized_std
Defect_L10_B100_el2515_H4_W4.npy,-272.1282,4775.37794,0.0031264841139105734,0.9864611319028531,0.4053703863046514,0.10504667351620554
Defect_L10_B101_el2803_H4_W4.npy,-272.1721,4775.3525199999995,0.0031179316941926764,0.986456179681686,0.40535835037925794,0.10504864412693066
Defect_L10_B102_el2807_H4_W4.npy,-272.1668,4775.41409,0.0031189642186688644,0.9864681744990444,0.4053570863094465,0.10504975255345676
Defect_L10_B103_el2811_H4_W4.npy,-272.155,4775.49817,0.003121263046747944,0.9864845546231874,0.40535884515279175,0.10506030856156358
Defect_L10_B104_el2815_H4_W4.npy,-272.0805,4775.78192,0.003135776834196309,0.9865398336458516,0.4053679413340307,0.10507129654080649
Defect_L10_B105_el2835_H4_W4.npy,-272.04060000000004,4775.95644,0.0031435499901585743,0.9865738329235091,0.40542055891831424,0.10499824712489111
Defect_L10_B106_el2839_H4_W4.npy,-272.1201,4775.803970000001,0.0031280621230157,0.9865441293373045,0.405376335754515,0.10504932124128794
Defect_L10_B107_el2843_H4_W4.npy,-272.1462,4775.60748,0.003122977427010292,0.986505849953469,0.40536318013998296,0.10504803086082386
Defect_L10_B108_el2847_H4_W4.npy,-272.1466,4775.474859999999,0.0031228995006347387,0.9864800134636514,0.4053595055346107,0.10504186311602243
Defect_L10_B109_el2851_H4_W4.npy,-272.13480000000004,4775.37927,0.0031251983287137962,0.9864613910080519,0.40536007286319375,0.10504371238944023
Defect_L10_B10_el151_H4_W4.npy,-272.1571,4775.44755,0.0031208539332762374,0.9864746930403601,0.4053760255918007,0.10503097917769343
Defect_L10_B110_el3139_H4_W4.npy,-272.1856,4775.27668,0.003115301679017465,0.9864414048408795,0.4053638667267849,0.10504828962201253
Defect_L10_B111_el3143_H4_W4.npy,-272.20450000000005,4775.22255,0.0031116196577721696,0.9864308594541068,0.4053655468757634,0.10504375035269546
Defect_L10_B112_el3147_H4_W4.npy,-272.2164,4774.99447,0.0031093013480992153,0.9863864258347613,0.40537533779867346,0.10504270705900451
Defect_L10_B113_el3151_H4_W4.npy,-272.0491,4774.723139999999,0.0031418940546778943,0.9863335664260584,0.40539995789413596,0.10502855101877667
Defect_L10_B114_el3171_H4_W4.npy,-272.46130000000005,4774.51749,0.0030615909246615646,0.9862935025282229,0.4054866619051497,0.10504167110550454
Defect_L10_B115_el3175_H4_W4.npy,-272.1939,4774.588809999999,0.0031136847067245676,0.9863073968009853,0.40542208965483584,0.10511702848385886
Defect_L10_B116_el3179_H4_W4.npy,-272.1108,4774.83165,0.003129873911247509,0.986354705903589,0.405373062912962,0.10506270161965851
Defect_L10_B117_el3183_H4_W4.npy,-272.1055,4775.0563,0.003130906435723697,0.9863984713042638,0.405362456413407,0.10505769211631927
Defect_L10_B118_el3187_H4_W4.npy,-272.1161,4775.17405,0.0031288413867713097,0.9864214108810697,0.40536030874543477,0.10505778293987181
Defect_L10_B119_el3475_H4_W4.npy,-272.1917,4775.37127,0.003114113301790149,0.9864598324805405,0.4053718226940611,0.10505677994396019
Defect_L10_B11_el155_H4_W4.npy,-272.1571,4775.44743,0.0031208539332762374,0.9864746696624475,0.4053760318926278,0.10503663811730377
Defect_L10_B120_el3479_H4_W4.npy,-272.1909,4775.38298,0.003114269154541277,0.9864621137751851,0.4053715070296777,0.1050422674942497
Defect_L10_B121_el3483_H4_W4.npy,-272.1732,4775.3565100000005,0.00311771739665988,0.9864569569972824,0.4053749006802998,0.10502875201210929
Defect_L10_B122_el3487_H4_W4.npy,-271.82,4775.52771,0.0031865263862808557,0.9864903094860228,0.40537890428329915,0.10500923351289271
Defect_L10_B123_el3491_H4_W4.npy,-272.327,4777.32821,0.0030877547052564126,0.9868410755840197,0.40537987129270425,0.10499065158679877
Defect_L10_B124_el3495_H4_W4.npy,-273.21000000000004,4772.9145499999995,0.002915732231203974,0.9859812242671157,0.40538330360325847,0.10495251524842043
Defect_L10_B125_el3499_H4_W4.npy,-271.3923,4774.19999,0.003269849163350196,0.9862316484676208,0.40538866488745895,0.10492527901494127
Defect_L10_B126_el3503_H4_W4.npy,-272.1798,4776.0725600000005,0.003116431611463114,0.9865964549503348,0.4053842757387792,0.10494788447620532
Defect_L10_B127_el3507_H4_W4.npy,-272.22950000000003,4775.2913,0.003106749259299568,0.9864442530499063,0.40538438486135203,0.10496731089961574
Defect_L10_B128_el3511_H4_W4.npy,-272.1449,4775.0422,0.0031232306877308704,0.9863957243995253,0.4053833619047695,0.10499066501288842
Defect_L10_B129_el3515_H4_W4.npy,-272.0947,4775.02506,0.0031330104478638657,0.9863923852543325,0.40537736324132234,0.10502322804585622
Defect_L10_B12_el159_H4_W4.npy,-272.1561,4775.437279999999,0.003121048749215148,0.9864726922806675,0.4053762735013116,0.10504332959775996
Defect_L10_B130_el3519_H4_W4.npy,-272.0898,4775.1157299999995,0.0031339650459644894,0.9864100492155128,0.40537162680473077,0.105045924694166
Defect_L10_B131_el3523_H4_W4.npy,-272.10179999999997,4775.19306,0.00313162725469765,0.9864251143320684,0.40536999213458763,0.10506567367597723
Defect_L10_B132_el3811_H4_W4.npy,-272.21999999999997,4775.461249999999,0.00310860001071917,0.986477362018723,0.40536918035560177,0.10507944520395207
Defect_L10_B133_el3815_H4_W4.npy,-272.18039999999996,4775.57287,0.0031163147218997785,0.9864991073738236,0.4053710998237968,0.10505389229528583
Defect_L10_B134_el3819_H4_W4.npy,-272.118,4775.70774,0.0031284712364873964,0.9865253821995036,0.4053766709279427,0.10502547483087872
Defect_L10_B135_el3823_H4_W4.npy,-271.615,4776.01424,0.0032264636537562186,0.9865850932847778,0.40538195241233005,0.10499199164456885
Defect_L10_B136_el3827_H4_W4.npy,-272.3668,4778.7067400000005,0.0030800010308880215,0.9871096352002775,0.4053836944628937,0.10496785455961027
Defect_L10_B137_el3831_H4_W4.npy,-273.8784,4770.96594,0.002785517257640397,0.9856016039804075,0.4054089912557381,0.10499510513673865
Defect_L10_B138_el3835_H4_W4.npy,-271.04900000000004,4774.03765,0.0033367294751760054,0.9862000220480991,0.4053920953016497,0.10490026652481144
