Filename,Accuracy,Class Distribution
Defect_L14_B48_el2166_H8_W8.npy,0.9966288911203558,"13819,0,0,0,0,0,0,0,0,0,18,7,4,76,12,2,3,0,1"
Defect_L7_B117_el5834_H8_W8.npy,0.994190216611677,"13789,1,0,1,3,6,72,11,13,46,0,0,0,0,0,0,0,0,0"
Defect_L17_B45_el2145_H8_W8.npy,0.9963419882369818,"13821,0,0,0,0,0,0,0,0,0,16,3,8,4,6,1,72,8,3"
Defect_L10_B27_el1158_H8_W8.npy,0.9957681824702338,"13805,0,0,0,0,8,1,0,0,128,0,0,0,0,0,0,0,0,0"
Defect_L12_B44_el2138_H8_W8.npy,0.9967006168411993,"13818,0,0,0,0,0,0,0,1,0,21,90,5,0,5,0,0,0,2"
Defect_L10_B49_el2173_H8_W8.npy,0.9959833596327643,"13805,0,0,0,0,2,0,0,0,135,0,0,0,0,0,0,0,0,0"
Defect_L16_B122_el5869_H8_W8.npy,0.9970592454454167,"13832,0,0,0,0,0,0,0,0,0,28,1,0,1,10,69,0,0,1"
Defect_L19_B122_el5869_H8_W8.npy,0.9953378281451729,"13799,0,0,0,0,0,0,0,0,11,23,11,6,2,2,2,3,2,81"
Defect_L8_B15_el787_H8_W8.npy,0.9940467651699899,"13783,1,0,0,2,8,8,78,15,47,0,0,0,0,0,0,0,0,0"
Defect_L16_B12_el479_H8_W8.npy,0.9961985367952948,"13831,0,0,0,0,0,0,0,0,0,24,1,0,0,27,58,0,0,1"
Defect_L19_B120_el5855_H8_W8.npy,0.9967006168411993,"13826,0,0,0,0,0,0,0,0,0,14,12,1,2,6,1,2,5,73"
Defect_L13_B20_el822_H8_W8.npy,0.9959116339119208,"13808,0,0,0,0,0,0,0,0,0,29,9,79,3,8,3,2,0,1"
Defect_L14_B76_el3517_H8_W8.npy,0.9956247310285469,"13813,0,0,0,0,0,0,0,0,0,24,12,11,68,7,1,3,0,3"
Defect_L3_B12_el479_H8_W8.npy,0.9955530053077033,"13807,8,76,7,2,10,6,1,4,21,0,0,0,0,0,0,0,0,0"
Defect_L10_B42_el1837_H8_W8.npy,0.9957681824702338,"13802,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0"
Defect_L9_B25_el1144_H8_W8.npy,0.9949791995409554,"13791,1,0,0,1,13,2,2,93,39,0,0,0,0,0,0,0,0,0"
Defect_L9_B2_el122_H8_W8.npy,0.9949791995409554,"13798,1,0,0,2,9,7,1,90,34,0,0,0,0,0,0,0,0,0"
Defect_L17_B27_el1158_H8_W8.npy,0.9965571653995122,"13819,0,0,0,0,0,0,0,0,0,17,7,8,4,6,2,77,2,0"
Defect_L2_B36_el1795_H8_W8.npy,0.9915363649404677,"13745,85,1,0,5,3,4,7,13,66,7,6,0,0,0,0,0,0,0"
Defect_L13_B72_el3489_H8_W8.npy,0.9941184908908335,"13788,0,0,0,0,0,0,0,0,0,38,7,76,5,9,6,5,2,6"
Defect_L7_B47_el2159_H8_W8.npy,0.9946922966575814,"13789,1,0,1,3,15,81,6,9,37,0,0,0,0,0,0,0,0,0"
Defect_L12_B16_el794_H8_W8.npy,0.9964137139578253,"13811,0,0,0,0,0,0,0,0,0,27,92,3,2,6,0,0,0,1"
Defect_L12_B115_el5533_H8_W8.npy,0.9966288911203558,"13814,0,0,0,0,0,0,0,0,0,25,96,2,0,3,0,0,0,2"
